gameweek,player_id,web_name,position,xPoints,now_cost,blend_rank,minutes,actual_points
5,224,Nketiah,FWD,1.8,,,8,1
5,576,Stroud,MID,1.8,,,0,0
5,562,Maeda,MID,1.8,,,16,1
5,564,Scherpen,GKP,1.8,,,0,0
5,598,Elvedi,DEF,1.8,,,90,6
5,358,Kerkez,DEF,1.8,,,90,6
5,412,Lammens,GKP,1.8,,,90,4
5,461,Touré,MID,1.8,,,16,1
5,506,Udogie,DEF,1.8,,,0,0
5,522,Gray,MID,1.8,,,71,2
5,552,Brobbey,FWD,1.8,,,90,17
5,611,Wan-Bissaka,DEF,1.7,,,45,1
5,95,O.Dango,MID,1.5,,,9,1
5,102,Yarmoliuk,MID,1.5,,,68,3
5,91,Pinnock,DEF,1.5,,,90,8
5,104,Onyeka,MID,1.5,,,90,3
5,175,van Ewijk,DEF,1.5,,,0,0
5,575,Yirenkyi,MID,1.5,,,90,3
5,202,Richards,DEF,1.5,,,90,8
5,633,Ahanor,DEF,1.5,,,0,0
5,209,Johnson,MID,1.5,,,65,3
5,309,Núñez,MID,1.5,,,0,0
5,320,Akpom,FWD,1.5,,,9,1
5,337,Aaronson,MID,1.5,,,22,1
5,347,Nmecha,FWD,1.5,,,14,1
5,372,Mac Allister,MID,1.5,,,90,5
5,155,Enzo,MID,1.5,,,90,7
5,415,Dorgu,MID,1.5,,,6,4
5,417,Dalot,DEF,1.5,,,90,2
5,419,Martinez,DEF,1.5,,,90,0
5,401,Marmoush,FWD,1.5,,,90,2
5,403,Sávio,MID,1.5,,,90,2
5,525,Fernandes,MID,1.5,,,45,1
5,105,Anthony,MID,1.2,,,80,10
5,106,Thiago,FWD,1.2,,,90,5
5,125,Georginio,FWD,1.2,,,14,1
5,151,Acheampong,DEF,1.2,,,19,0
5,110,Rushworth,GKP,1.2,,,90,11
5,176,Dasilva,DEF,1.2,,,90,15
5,194,Thomas-Asante,FWD,1.2,,,90,4
5,387,O'Reilly,DEF,1.2,,,5,1
5,462,Steur,MID,1.2,,,65,3
5,581,Diomande,DEF,1.2,,,72,2
5,526,Solanke,FWD,1.2,,,65,2
5,657,Nunes,MID,1.1,,,0,0
5,658,Ibrahim,MID,1.1,,,0,0
5,656,Mfuni,DEF,1.1,,,90,6
5,659,Miley,MID,1.1,,,0,0
5,19,Zubimendi,MID,1.0,,,30,1
5,166,N.Jackson,FWD,1.0,,,87,6
5,90,Hickey,DEF,1.0,,,21,1
5,144,Gusto,DEF,1.0,,,0,0
5,145,Fofana,DEF,1.0,,,70,4
5,583,Chavarria,DEF,1.0,,,90,1
5,186,Mason-Clark,MID,1.0,,,45,1
5,190,Tchaouna,MID,1.0,,,45,1
5,635,Larsson,MID,1.0,,,13,1
5,585,Herrington,DEF,1.0,,,90,1
5,617,Cho,MID,1.0,,,27,6
5,642,Thomas,MID,1.0,,,62,2
5,592,Ouattara,DEF,1.0,,,90,2
5,369,Ngumoha,MID,1.0,,,0,0
5,162,Andrey Santos,MID,1.0,,,0,0
5,450,Livramento,DEF,1.0,,,0,0
5,634,Fernandez-Pardo,FWD,1.0,,,73,2
5,646,Fofana,MID,1.0,,,30,1
5,423,Shaw,DEF,0.9,,,83,2
5,14,Eze,MID,0.8,,,17,1
5,17,Merino,MID,0.8,,,30,1
5,56,Abraham,FWD,0.8,,,2,1
5,160,Garnacho,MID,0.8,,,0,0
5,72,Gannon-Doak,MID,0.8,,,2,1
5,75,Christie,MID,0.8,,,74,2
5,108,Wilson,FWD,0.8,,,0,0
5,119,Costinha,DEF,0.8,,,14,1
5,600,Osman,MID,0.8,,,0,0
5,157,Estêvão,MID,0.8,,,3,1
5,188,Torp,MID,0.8,,,0,0
5,195,Simms,FWD,0.8,,,16,1
5,584,Hamer,MID,0.8,,,0,0
5,241,McNeil,MID,0.8,,,0,0
5,238,Grealish,MID,0.8,,,78,3
5,255,J.Cuenca,DEF,0.8,,,0,0
5,262,Smith Rowe,MID,0.8,,,0,0
5,263,Kevin,MID,0.8,,,19,1
5,271,Muniz,FWD,0.8,,,10,0
5,289,Crooks,MID,0.8,,,45,0
5,589,Gourna-Douath,MID,0.8,,,12,1
5,306,Greaves,DEF,0.8,,,0,0
5,323,McAteer,MID,0.8,,,0,0
5,422,Mazraoui,DEF,0.8,,,0,0
5,201,Muñoz,DEF,0.8,,,82,2
5,488,I.Sangaré,MID,0.8,,,7,1
5,490,Wood,FWD,0.8,,,17,1
5,498,Senesi,DEF,0.8,,,0,0
5,512,Kudus,MID,0.8,,,45,4
5,519,Gallagher,MID,0.8,,,6,6
5,501,Danso,DEF,0.8,,,90,0
5,616,Bouaddi,MID,0.7,,,0,0
5,621,McAidoo,MID,0.7,,,0,0
5,142,James,DEF,0.6,,,0,0
5,269,Sessegnon,DEF,0.6,,,0,0
5,9,Hincapie,DEF,0.5,,,0,0
5,16,Madueke,MID,0.5,,,0,0
5,596,Ruggeri,DEF,0.5,,,90,3
5,631,Mbaye,MID,0.5,,,6,1
5,64,Smith,DEF,0.5,,,74,2
5,74,Brooks,MID,0.5,,,15,1
5,81,Rodríguez,FWD,0.5,,,0,0
5,608,Jebbison,FWD,0.5,,,15,1
5,328,Struijk,DEF,0.5,,,85,5
5,136,Welbeck,FWD,0.5,,,70,2
5,149,Colwill,DEF,0.5,,,90,1
5,42,Guessand,MID,0.5,,,0,0
5,199,Benitez,GKP,0.5,,,90,6
5,203,Canvot,DEF,0.5,,,90,8
5,207,Mingueza,DEF,0.5,,,0,0
5,212,Hughes,MID,0.5,,,0,0
5,577,Tomiyasu,DEF,0.5,,,45,1
5,595,Gozo,MID,0.5,,,0,0
5,647,Osorio,MID,0.5,,,0,0
5,253,Andersen,DEF,0.5,,,10,1
5,637,Vaz,FWD,0.5,,,12,1
5,638,Norton-Cuffy,DEF,0.5,,,0,0
5,339,Longstaff,MID,0.5,,,0,0
5,343,James,MID,0.5,,,23,1
5,641,Bard,DEF,0.5,,,0,0
5,357,Frimpong,DEF,0.5,,,0,0
5,364,Tsimikas,DEF,0.5,,,0,0
5,375,Nyoni,MID,0.5,,,19,1
5,381,Koumas,MID,0.5,,,9,1
5,406,Kovačić,MID,0.5,,,0,0
5,420,Yoro,DEF,0.5,,,0,0
5,457,J.Murphy,MID,0.5,,,90,1
5,559,Bamba,MID,0.5,,,3,1
5,478,Netz,DEF,0.5,,,7,1
5,515,Maddison,MID,0.5,,,24,1
5,520,Bergvall,MID,0.5,,,6,1
5,548,Rigg,MID,0.5,,,0,0
5,620,Diouf,DEF,0.3,,,9,1
5,622,Braithwaite,DEF,0.3,,,0,0
5,5,J.Timber,DEF,0.2,,,59,0
5,25,Gyökeres,FWD,0.2,,,17,1
5,35,Bogarde,MID,0.2,,,0,0
5,53,Manzambi,MID,0.2,,,71,13
5,76,Tóth.A,MID,0.2,,,2,1
5,89,Henry,DEF,0.2,,,0,0
5,126,O'Riley,MID,0.2,,,4,1
5,594,David,FWD,0.2,,,0,0
5,164,Quenda,MID,0.2,,,19,1
5,568,Barco,MID,0.2,,,86,2
5,182,Amenda,DEF,0.2,,,0,0
5,185,Sakamoto,MID,0.2,,,0,0
5,599,Cherif,FWD,0.2,,,0,0
5,213,Lerma,MID,0.2,,,45,0
5,232,O'Brien,DEF,0.2,,,1,1
5,243,Alcaraz,MID,0.2,,,0,0
5,240,Iroegbunam,MID,0.2,,,45,1
5,285,McNair,DEF,0.2,,,0,0
5,556,Targett,DEF,0.2,,,0,0
5,574,Hjertø-Dahl,MID,0.2,,,0,0
5,308,Furlong,DEF,0.2,,,0,0
5,318,Philogene,MID,0.2,,,24,1
5,321,Walle Egeli,FWD,0.2,,,0,0
5,571,Florentino,MID,0.2,,,17,1
5,395,Lewis,DEF,0.2,,,0,0
5,396,Vitor Reis,DEF,0.2,,,0,0
5,421,Heaven,DEF,0.2,,,0,0
5,435,Lacey,MID,0.2,,,0,0
5,440,Zirkzee,FWD,0.2,,,13,1
5,446,Schär,DEF,0.2,,,24,1
5,482,Hudson-Odoi,MID,0.2,,,0,0
5,487,Dominguez,MID,0.2,,,0,0
5,493,Kalimuendo,FWD,0.2,,,0,0
5,147,Tosin,DEF,0.2,,,0,0
5,535,Alderete,DEF,0.2,,,0,0
5,539,O'Nien,DEF,0.2,,,0,0
5,549,Talbi,MID,0.2,,,0,0
5,159,Caicedo,MID,0.1,,,0,0
5,2,Arrizabalaga,GKP,0.0,,,0,0
5,3,Meslier,GKP,0.0,,,0,0
5,6,Saliba,DEF,0.0,,,0,0
5,18,Martinelli,MID,0.0,,,0,0
5,20,Dowman,MID,0.0,,,9,1
5,22,Nwaneri,MID,0.0,,,0,0
5,23,Fábio Vieira,MID,0.0,,,0,0
5,24,Nelson,MID,0.0,,,0,0
5,27,G.Jesus,FWD,0.0,,,0,0
5,29,M.Bizot,GKP,0.0,,,0,0
5,30,Digne,DEF,0.0,,,0,0
5,34,Pau,DEF,0.0,,,0,0
5,36,Maatsen,DEF,0.0,,,0,0
5,38,A.García,DEF,0.0,,,0,0
5,39,Nedeljkovic,DEF,0.0,,,0,0
5,44,Bailey,MID,0.0,,,0,0
5,48,Onana,MID,0.0,,,0,0
5,49,Iling Jr,MID,0.0,,,0,0
5,50,Burrowes,MID,0.0,,,0,0
5,55,Watkins,FWD,0.0,,,0,0
5,582,Madjo,FWD,0.0,,,0,0
5,606,Rowe,DEF,0.0,,,0,0
5,607,Lynch,MID,0.0,,,0,0
5,618,Goretzka,MID,0.0,,,0,0
5,630,Harwood-Bellis,DEF,0.0,,,0,0
5,58,Forster,GKP,0.0,,,0,0
5,59,Dennis,GKP,0.0,,,0,0
5,62,Diakité,DEF,0.0,,,0,0
5,63,Milosavljević,DEF,0.0,,,0,0
5,65,J.Araujo,DEF,0.0,,,0,0
5,66,Soler,DEF,0.0,,,0,0
5,77,Adli,MID,0.0,,,0,0
5,78,Kroupi.Jr,MID,0.0,,,0,0
5,80,Enes Ünal,FWD,0.0,,,0,0
5,573,Sanchez,DEF,0.0,,,0,0
5,615,Di Gregorio,GKP,0.0,,,0,0
5,83,Valdimarsson,GKP,0.0,,,0,0
5,84,Collins,DEF,0.0,,,0,0
5,85,Van den Berg,DEF,0.0,,,0,0
5,92,Ji-soo,DEF,0.0,,,0,0
5,97,Jensen,MID,0.0,,,0,0
5,99,Milambo,MID,0.0,,,0,0
5,100,Carvalho,MID,0.0,,,3,6
5,103,Dasilva,MID,0.0,,,0,0
5,107,Furo,FWD,0.0,,,0,0
5,111,Steele,GKP,0.0,,,0,0
5,117,Coppola,DEF,0.0,,,0,0
5,118,Igor,DEF,0.0,,,0,0
5,120,Svoboda,DEF,0.0,,,4,1
5,121,Mitoma,MID,0.0,,,0,0
5,122,Minteh,MID,0.0,,,0,0
5,123,Hinshelwood,MID,0.0,,,0,0
5,128,Buonanotte,MID,0.0,,,0,0
5,130,Wieffer,DEF,0.0,,,0,0
5,132,Howell,MID,0.0,,,0,0
5,133,Watson,MID,0.0,,,0,0
5,134,Oriola,MID,0.0,,,0,0
5,135,Yohanna,MID,0.0,,,0,0
5,137,Tzimas,FWD,0.0,,,0,0
5,139,Ferguson,FWD,0.0,,,0,0
5,614,Hadjam,DEF,0.0,,,0,0
5,624,Cozier-Duberry,MID,0.0,,,0,0
5,652,Azeez,MID,0.0,,,0,0
5,101,Henderson,MID,0.0,,,90,2
5,140,Sánchez,GKP,0.0,,,0,0
5,141,Jörgensen,GKP,0.0,,,0,0
5,143,Chalobah,DEF,0.0,,,0,0
5,146,B.Badiashile,DEF,0.0,,,0,0
5,150,M.Sarr,DEF,0.0,,,0,0
5,152,Palestra,DEF,0.0,,,0,0
5,158,Gittens,MID,0.0,,,0,0
5,163,D.Essugo,MID,0.0,,,0,0
5,168,Marc Guiu,FWD,0.0,,,0,0
5,169,Mheuka,FWD,0.0,,,0,0
5,170,Emegha,FWD,0.0,,,0,0
5,560,Penders,GKP,0.0,,,0,0
5,561,Anselmino,DEF,0.0,,,0,0
5,171,Dovin,GKP,0.0,,,0,0
5,172,Wilson,GKP,0.0,,,0,0
5,174,Kitching,DEF,0.0,,,0,0
5,177,Kesler-Hayden,DEF,0.0,,,0,0
5,178,Bidwell,DEF,0.0,,,0,0
5,179,Latibeaudiere,DEF,0.0,,,1,1
5,180,Woolfenden,DEF,0.0,,,0,0
5,181,Brau,DEF,0.0,,,0,0
5,187,Eccles,MID,0.0,,,0,0
5,189,Shepherd,MID,0.0,,,0,0
5,191,Borges Rodrigues,MID,0.0,,,0,0
5,192,Andrews,MID,0.0,,,0,0
5,193,Wright,FWD,0.0,,,0,0
5,196,Markelo,FWD,0.0,,,0,0
5,197,Bassette,FWD,0.0,,,0,0
5,492,Awoniyi,FWD,0.0,,,0,0
5,623,Bentley,GKP,0.0,,,0,0
5,153,Disasi,DEF,0.0,,,0,0
5,198,Henderson,GKP,0.0,,,0,0
5,205,Sosa,DEF,0.0,,,0,0
5,206,Chadi Riad,DEF,0.0,,,0,0
5,208,Sarr,MID,0.0,,,8,1
5,215,Devenny,MID,0.0,,,0,0
5,216,Esse,MID,0.0,,,0,0
5,217,M.França,MID,0.0,,,0,0
5,218,Doucouré,MID,0.0,,,0,0
5,219,J.Rak-Sakyi,MID,0.0,,,0,0
5,220,Cardines,DEF,0.0,,,0,0
5,221,Drakes-Thomas,MID,0.0,,,0,0
5,223,Mateta,FWD,0.0,,,0,0
5,225,Uche,FWD,0.0,,,0,0
5,555,Matthews,GKP,0.0,,,0,0
5,21,Nørgaard,MID,0.0,,,0,0
5,227,Travers,GKP,0.0,,,0,0
5,228,King,GKP,0.0,,,0,0
5,231,Keane,DEF,0.0,,,0,0
5,234,Patterson,DEF,0.0,,,0,0
5,235,Aznou,DEF,0.0,,,0,0
5,245,Dibling,MID,0.0,,,24,1
5,246,Röhl,MID,0.0,,,0,0
5,248,Beto,FWD,0.0,,,0,0
5,654,Graham,MID,0.0,,,0,0
5,251,Lecomte,GKP,0.0,,,0,0
5,252,McNally,GKP,0.0,,,0,0
5,256,Tete,DEF,0.0,,,0,0
5,266,Cairney,MID,0.0,,,0,0
5,270,Reed,MID,0.0,,,0,0
5,272,Kusi-Asare,FWD,0.0,,,0,0
5,610,De Fougerolles,DEF,0.0,,,0,0
5,626,Zepa,MID,0.0,,,0,0
5,636,Ángel,MID,0.0,,,0,0
5,273,Phillips,GKP,0.0,,,0,0
5,274,Butland,GKP,0.0,,,0,0
5,275,Cartwright,GKP,0.0,,,0,0
5,276,Lo-Tutala,GKP,0.0,,,0,0
5,278,Hughes,DEF,0.0,,,0,0
5,281,Drameh,DEF,0.0,,,0,0
5,283,Jacob,DEF,0.0,,,0,0
5,284,McCarthy,DEF,0.0,,,0,0
5,287,Millar,MID,0.0,,,0,0
5,288,Dowell,MID,0.0,,,0,0
5,291,Matazo,MID,0.0,,,0,0
5,292,Ömür,MID,0.0,,,0,0
5,293,Kamara,MID,0.0,,,0,0
5,294,Zambrano,MID,0.0,,,0,0
5,296,Akintola,MID,0.0,,,0,0
5,297,Gyabi,MID,0.0,,,0,0
5,298,Destan,FWD,0.0,,,0,0
5,299,Burstow,FWD,0.0,,,0,0
5,340,Gelhardt,MID,0.0,,,7,1
5,563,Morita,MID,0.0,,,0,0
5,586,Mendy,DEF,0.0,,,0,0
5,632,Ansah,FWD,0.0,,,0,0
5,645,Mouzakitis,MID,0.0,,,0,0
5,300,Walton,GKP,0.0,,,90,2
5,301,Palmer,GKP,0.0,,,0,0
5,302,Button,GKP,0.0,,,0,0
5,303,Kipré,DEF,0.0,,,0,0
5,307,Johnson,DEF,0.0,,,0,0
5,310,Matusiwa,MID,0.0,,,0,0
5,311,Burns,MID,0.0,,,0,0
5,312,Taylor,MID,0.0,,,0,0
5,314,Ogbene,MID,0.0,,,0,0
5,317,Hirst,FWD,0.0,,,0,0
5,319,Szmodics,MID,0.0,,,0,0
5,322,Al-Hamadi,FWD,0.0,,,0,0
5,324,Mehmeti,MID,0.0,,,0,0
5,554,Van Oevelen,GKP,0.0,,,0,0
5,602,Humphreys,MID,0.0,,,0,0
5,260,Wilson,MID,0.0,,,0,0
5,326,Perri,GKP,0.0,,,0,0
5,329,Rodon,DEF,0.0,,,0,0
5,333,Bornauw,DEF,0.0,,,0,0
5,341,Gnonto,MID,0.0,,,0,0
5,342,Harrison,MID,0.0,,,0,0
5,344,Gruev,MID,0.0,,,0,0
5,348,Piroe,FWD,0.0,,,0,0
5,349,Mateo Joseph,FWD,0.0,,,0,0
5,603,Lienou,DEF,0.0,,,0,0
5,604,Cresswell,MID,0.0,,,0,0
5,625,Cairns,GKP,0.0,,,0,0
5,629,Zetterer,GKP,0.0,,,0,0
5,648,Bahoya,MID,0.0,,,1,1
5,351,Mamardashvili,GKP,0.0,,,0,0
5,352,Woodman,GKP,0.0,,,0,0
5,353,Pecsi,GKP,0.0,,,0,0
5,354,Jaros,GKP,0.0,,,0,0
5,355,Davies,GKP,0.0,,,0,0
5,359,Gomez,DEF,0.0,,,0,0
5,360,Bradley,DEF,0.0,,,0,0
5,361,Lucky,DEF,0.0,,,0,0
5,363,Leoni,DEF,0.0,,,0,0
5,365,Ramsay,DEF,0.0,,,0,0
5,370,Chiesa,MID,0.0,,,0,0
5,373,C.Jones,MID,0.0,,,0,0
5,374,Endo,MID,0.0,,,0,0
5,376,Bajcetic,MID,0.0,,,0,0
5,378,McConnell,MID,0.0,,,0,0
5,380,Ekitiké,FWD,0.0,,,0,0
5,382,Danns,FWD,0.0,,,0,0
5,383,Elliott,MID,0.0,,,0,0
5,386,Bettinelli,GKP,0.0,,,0,0
5,392,Aït-Nouri,DEF,0.0,,,0,0
5,394,Alleyne,DEF,0.0,,,0,0
5,398,Foden,MID,0.0,,,0,0
5,400,Doku,MID,0.0,,,15,1
5,402,Rodrigo,MID,0.0,,,0,0
5,404,Reijnders,MID,0.0,,,0,0
5,407,Echeverri,MID,0.0,,,0,0
5,408,Phillips,MID,0.0,,,0,0
5,409,Mukasa,MID,0.0,,,0,0
5,410,Monga,MID,0.0,,,0,0
5,587,Rulli,GKP,0.0,,,0,0
5,628,Allan,MID,0.0,,,0,0
5,653,Samba,MID,0.0,,,0,0
5,131,Baleba,MID,0.0,,,0,0
5,325,Darlow,GKP,0.0,,,0,0
5,413,Bayindir,GKP,0.0,,,0,0
5,414,Heaton,GKP,0.0,,,0,0
5,416,De Ligt,DEF,0.0,,,0,0
5,424,Amass,DEF,0.0,,,0,0
5,425,Fredricson,DEF,0.0,,,0,0
5,430,Mount,MID,0.0,,,10,1
5,431,Amad,MID,0.0,,,0,0
5,433,Ugarte,MID,0.0,,,0,0
5,434,J.Fletcher,MID,0.0,,,0,0
5,436,Collyer,MID,0.0,,,0,0
5,437,Bendito Mantato,MID,0.0,,,0,0
5,438,Fletcher,MID,0.0,,,0,0
